"","�..V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","opp","rid","RISN","Q_TotalDuration","isNew","viga","eid","V","uig","cintid","ProjectToken","Field","gc","term","LS","Q35","MascotSupport_1","MascotSupport_2","MascotSupport_3","MascotSupport_4","MascotSupport_5","MascotSupport2_1","MascotSupport2_2","MascotSupport2_3","MascotSupport2_4","MascotSupport2_5","MascotSupport2_6","MascotSupport2_7","MascotSupport2_8","MascotSupport2_9","MascotSupport2_10","Invis1_1","Invis1_2","Invis1_3","Invis2_1","Invis2_2","Invis2_3","Invis2_4","Invis2_5","Invis3_1","Invis3_2","Invis3_3","Invis3_4","Invis3_5","Invis3_6","Invis3_7","Invis3_8","Invis3_9","Invis4_1","Invis4_2","Invis4_3","Invis4_4","Invis4_5","Invis4_6","Invis4_7","Invis5_1","Invis5_2","Invis5_3","Invis5_4","Invis5_5","Invis5_6","Invis5_7","Invis5_8","Invis5_9","Invis5_10","Invis5_11","Invis5_12","Invis5_13","Invis6_1","Invis6_2","Invis6_3","Invis6_4","Invis6_5","Invis6_6","Invis6_7","Invis6_8","Invis6_9","Invis6_10","Identity1_1","Identity1_2","Identity1_3","Identity1_4","Identity1_5","Identity1_6","Identity1_7","Identity2_1","Identity2_2","Identity2_3","Identity2_4","Identity3_1","Identity3_2","Identity3_3","Identity3_4","Identity4_1","Identity4_2","Identity4_3","Identity4_4","Identity5_1","Identity5_2","Identity6_1","Identity6_2","Identity6_3","Identity6_4","Identity7_1","Identity7_2","Identity7_3","Identity7_4","Identity7_5","Identity7_6","Identity7_7","Identity8_1","Identity8_2","Identity8_3","Identity8_4","Identity8_5","Identity8_6","Identity8_7","Identity9_1","Identity9_2","Identity9_3","Identity9_4","Identity9_5","Identity9_6","Identity9_7","Identity9_8","Identity9_9","Identity9_10","Identity9_11","Identity9_12","Identity9_13","Identity9_14","Identity9_15","Identity9_16","Identity9_17","Q29","Q29_TEXT","Q30","Q37","Q31","Q32","Q33","Q34","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_7_TEXT","Q26","Tribe","X","ValidResponse","Q28","Q42","Q24","Q25","Q18","Q19","Q20","Q21","Q27","Q40","Q22","Q23","Q38","Q36","LocationLatitude","LocationLongitude","LocationAccuracy","FilterOut","filter_."
"776","R_1PRCSY1xgkx8L5G","Default Response Set","Anonymous",NA,NA,"107.217.12.16",0,"9/24/2019 23:56","9/25/2019 0:22",1,"Qual2790-0826NativeAmerican2","5d8b017a-fb78-4c28-4315-51c32bf661ca",NA,1559,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,1,1,7,1,1,7,7,1,6,6,1,1,1,1,6,4,4,4,4,4,4,4,4,4,4,7,4,4,4,4,4,4,1,6,5,5,5,5,5,6,4,4,5,4,1,4,5,4,1,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,7,7,7,7,1,4,4,6,7,4,7,5,5,6,4,1,4,4,1,1,1,1,7,1,1,4,4,1,4,4,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,41,"91950",2,4,5,2,NA,NA,NA,1,NA,NA,NA," "," Myon Astec Mexican Indian","Mayan & Aztec",NA,NA,0,0,1,0,0,2,2,3,0,0,2,2,"No",1,32.71040344,-117.0527954,-1,0,1
"880","R_UlTLT1ikSEKI7OF","Default Response Set","Anonymous",NA,NA,"107.242.117.19",0,"9/19/2019 21:03","9/19/2019 21:38",1,"Qual2790-0826NativeAmerican2","5d844150-78a7-d9c6-a26a-ac12205e62ab",NA,2096,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,3,2,4,2,3,4,4,4,4,4,4,4,5,4,4,5,5,6,5,5,5,3,3,5,3,7,3,3,5,5,5,3,6,5,5,3,5,4,3,6,6,6,6,6,6,6,6,6,6,6,6,6,5,4,4,4,4,4,4,4,3,4,2,6,3,6,2,4,6,6,6,6,6,NA,NA,NA,NA,4,4,4,2,6,4,6,5,2,6,4,4,4,4,5,6,4,4,6,4,4,4,6,4,2,2,4,2,4,4,2,3,4,4,5,2,2,3,5,3,3,1,NA,51,"48741",4,3,5,2,NA,NA,1,NA,NA,NA,NA," ","Not sure",NA,NA,NA,0,0,3,0,0,1,4,3,0,0,4,3,"No",1,39.95869446,-82.998703,-1,0,1
"220","R_dosDjAZvvtYC1xL","Default Response Set","Anonymous",NA,NA,"73.81.152.47",0,"9/25/2019 13:37","9/25/2019 13:47",1,"Qual2790-0826NativeAmerican2","5d8bc1dc-368e-122f-70d8-cf8721f1eab6",NA,586,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,7,6,2,6,6,2,2,5,4,6,6,6,6,6,6,7,7,7,4,4,2,4,4,6,5,4,7,6,7,6,6,6,1,6,4,6,6,6,6,5,4,4,6,7,6,7,2,7,2,6,7,7,6,2,6,7,6,5,6,6,6,2,6,6,6,6,6,6,7,2,6,6,6,2,6,4,6,2,6,2,7,6,2,6,6,7,6,2,2,2,2,1,5,6,2,4,5,6,2,4,6,4,3,5,4,3,4,7,4,6,5,7,6,4,3,7,2,5,2,NA,33,"18424",5,3,1,2,NA,NA,NA,NA,NA,1,NA," ","chipawa","Ojibwe",NA,NA,0,1,4,1,1,1,1,1,0,0,3,3," ",1,39.97920227,-75.12789917,-1,0,1
"114","R_2e3V8XqiBvwYsHr","Default Response Set","Anonymous",NA,NA,"208.114.92.162",0,"10/24/2019 17:40","10/24/2019 17:51",1,"Qual2790-0826NativeAmerican2","5db23643-7bba-a6c3-1faa-6fa06cb6c502",NA,691,FALSE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,6,2,5,7,2,2,4,3,3,5,4,6,5,7,3,6,5,2,5,1,5,5,2,1,1,4,5,5,5,3,4,4,6,4,5,5,5,5,5,2,2,2,6,3,5,3,6,3,6,3,3,2,5,3,5,5,5,6,5,5,4,4,6,5,4,2,4,4,6,6,5,5,1,7,1,7,5,2,6,2,3,5,3,4,5,5,2,2,2,3,3,4,3,2,2,1,5,1,2,1,1,1,3,4,1,1,1,1,1,2,1,1,1,2,3,1,1,2,NA,30,"74501",4,4,3,5,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,1,0,3,0,1,2,2,3,1,NA,2,3," ",1,34.92880249,-95.75959778,-1,0,1
"193","R_1M3BReklzDOmrqX","Default Response Set","Anonymous",NA,NA,"73.70.87.50",0,"10/17/2019 6:49","10/17/2019 7:06",1,"Qual2790-0826NativeAmerican2","5da86318-be32-5981-a721-4f17e9b41afc",NA,1055,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,6,1,6,7,2,2,6,2,2,6,6,6,6,6,6,6,6,2,2,2,2,5,2,4,2,6,6,6,6,6,6,2,6,6,6,6,6,6,6,5,5,6,6,6,6,6,6,2,6,6,6,6,2,6,6,6,6,6,6,6,6,4,6,3,3,5,4,6,5,5,6,5,2,6,2,6,4,6,4,5,5,5,4,4,4,4,2,2,6,5,2,6,5,2,2,2,2,2,4,2,1,1,3,1,1,1,1,2,1,1,2,3,1,2,2,1,3,2,NA,46,"94954",3,2,5,6,NA,NA,1,NA,NA,1,NA," ","Cherokee and Choctaw","Cherokee and Choctaw",NA,NA,1,1,1,1,1,1,3,3,1,NA,3,3," ",1,38.24780273,-122.6192017,-1,0,1
"118","R_YVMA3ZuWEjOMWWJ","Default Response Set","Anonymous",NA,NA,"174.253.137.57",0,"9/25/2019 13:17","9/25/2019 13:23",1,"Qual2790-0826NativeAmerican2","5d8bbd25-359e-5e7b-d2d5-c55224dc901a",NA,357,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,6,1,6,7,6,5,6,6,6,6,5,6,5,5,4,4,4,5,4,4,6,5,6,4,5,7,6,5,6,5,6,5,5,5,4,6,6,6,3,6,6,4,6,5,6,4,6,6,4,6,5,5,5,5,6,4,6,6,5,7,6,6,6,5,5,6,5,6,5,6,6,5,6,6,4,7,5,5,5,6,6,6,6,5,4,6,4,5,7,6,4,6,5,5,6,5,5,6,5,6,7,4,5,6,5,6,5,7,6,7,5,4,4,5,7,6,7,2,NA,25,"37722",5,3,1,2,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,1,1,4,1,1,1,2,2,1,NA,3,2," ",1,34.93359375,-79.76660156,-1,0,1
"1146","R_POjjrQtUVL5V9dL","Default Response Set","Anonymous",NA,NA,"107.77.161.23",0,"10/14/2019 19:46","10/14/2019 20:01",1,"Qual2790-0826NativeAmerican2","5da524c8-98a2-3647-3556-7cc8138775f3",NA,896,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,5,2,4,6,3,4,4,5,4,6,7,5,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,7,4,4,2,7,3,6,5,4,5,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,7,7,5,7,7,7,7,7,7,7,4,7,7,7,4,7,2,NA,4,"58201",1,4,3,6,NA,NA,NA,NA,NA,1,NA," ","Ojibwe","Ojibwe",NA,NA,1,0,6,1,1,1,1,2,1,NA,2,2,"Thanks",1,37.75100708,-97.8219986,-1,0,1
"425","R_24eiE64jInXvuGO","Default Response Set","Anonymous",NA,NA,"174.255.196.143",0,"10/15/2019 12:38","10/15/2019 12:59",1,"Qual2790-0826NativeAmerican2","5da6120b-6ae4-fb13-f461-6f671a8cf91e",NA,1244,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,4,2,3,4,5,4,3,5,4,1,1,4,4,5,4,4,4,4,6,5,5,3,2,2,3,3,4,5,4,4,4,1,5,5,5,5,4,4,2,4,2,2,2,2,4,4,5,3,6,2,3,2,3,5,4,5,4,5,4,3,4,4,2,4,4,5,4,2,3,4,5,4,1,6,2,6,2,3,2,4,6,2,5,4,5,4,3,5,2,2,3,5,5,4,3,4,3,2,3,3,3,3,4,5,3,3,6,4,3,6,5,5,4,2,6,3,4,2,NA,19,"24730",3,4,1,4,NA,NA,NA,NA,NA,1,NA," ","Powhatan","Powhatan",NA,NA,1,1,4,1,1,1,4,2,1,NA,4,2," ",1,33.6026001,-84.47689819,-1,0,1
"1106","R_w64X7i2M1W9vgTT","Default Response Set","Anonymous",NA,NA,"76.186.126.34",0,"9/20/2019 9:36","9/20/2019 10:00",1,"Qual2790-0826NativeAmerican2","5d84f20a-709a-50ad-dce2-8423ae5af212",NA,1446,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,2,2,2,7,6,5,2,2,4,2,2,2,7,2,2,5,5,2,1,3,1,1,7,5,7,7,7,7,6,6,5,1,7,7,7,7,7,7,6,5,6,6,7,7,7,5,7,2,7,5,7,7,2,5,5,7,7,6,7,6,5,7,7,7,7,6,6,7,2,7,1,7,1,7,1,7,2,5,5,5,7,2,5,7,6,6,1,1,2,2,2,5,2,5,4,1,5,1,3,4,4,5,5,2,4,3,3,5,1,5,4,3,4,5,5,4,1,1,NA,51,"75093",3,3,5,5,NA,NA,NA,NA,NA,1,NA," ","Cherokee","Cherokee",NA,NA,0,0,2,1,1,2,2,2,0,0,2,2,"Nothing comes to mind",1,33.07569885,-96.78269958,-1,0,1
"660","R_3jVRpEb6jb33z5m","Default Response Set","Anonymous",NA,NA,"174.78.132.147",0,"9/25/2019 19:02","9/25/2019 19:07",1,"Qual2790-0826NativeAmerican2","5d8c0e04-17de-ae3a-82f7-0c4e359d4027",NA,315,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,NA,22,"6450",2,1,1,7,NA,NA,1,NA,NA,NA,NA," ","Carkeet",NA,NA,NA,1,1,6,1,1,1,1,1,1,NA,1,1,"Love",1,41.5316925,-72.79489899,-1,0,1
"1216","R_2c6kAAEJigyVrdb","Default Response Set","Anonymous",NA,NA,"24.216.176.26",0,"10/24/2019 8:12","10/24/2019 8:31",1,"Qual2790-0826NativeAmerican2","5db1b12c-37a5-6832-9770-897fbf8aadb1",NA,1147,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,6,7,7,6,1,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,1,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,6,6,6,7,6,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,1,7,7,7,1,1,1,1,7,1,7,7,7,7,1,1,7,1,1,1,1,7,7,1,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,NA,50,"99664",2,5,2,3,NA,NA,NA,NA,NA,1,NA," ","Chorekkoe","Cherokee",NA,NA,1,1,6,1,1,1,2,1,1,NA,2,1,"Yes, take a look at how we the people who were here before you came and put us bad ground's !!! Ask yourself if you'd like to live like this.  We once roamed the plains with no fences or roads. It's not that way no longer !!! Make us Indians sad.",1,38.74719238,-90.72470093,-1,0,1
"917","R_UutVMnH1kq6gwYV","Default Response Set","Anonymous",NA,NA,"76.78.227.24",0,"9/25/2019 14:04","9/25/2019 14:18",1,"Qual2790-0826NativeAmerican2","5d8bc826-dfde-a062-9c7b-7bb95ebb8b01",NA,796,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,6,5,6,6,4,4,6,4,5,6,6,5,5,6,5,5,5,5,6,6,6,6,4,3,6,6,6,6,6,5,6,6,5,6,6,5,5,5,5,5,4,5,7,6,5,5,5,5,5,5,6,4,5,5,5,4,3,5,5,3,3,7,6,7,6,5,5,5,6,5,3,5,1,7,1,7,3,4,5,4,6,2,4,6,5,5,2,1,6,2,3,2,1,3,3,2,3,2,2,3,4,4,5,3,4,5,5,4,3,5,5,3,4,4,4,3,4,2,NA,15,"6032",6,1,2,4,NA,NA,NA,NA,NA,1,NA," ","Navaho","Navajo",NA,NA,1,1,5,1,1,1,3,2,1,NA,2,3,"No I don’t think so.",1,38.29949951,-77.47720337,-1,0,1
"830","R_2BaqLwbZUfhYeDV","Default Response Set","Anonymous",NA,NA,"99.203.128.216",0,"10/15/2019 11:07","10/15/2019 11:21",1,"Qual2790-0826NativeAmerican2","5da5fcaa-eaee-2427-3dfa-64a599afcfbf",NA,873,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,5,2,6,7,4,3,3,2,2,6,6,7,7,6,6,7,7,7,2,7,7,2,6,6,6,7,7,7,7,6,6,1,6,2,6,7,5,6,6,6,6,6,7,7,6,7,7,2,7,6,7,7,2,7,6,6,2,6,6,6,7,7,7,7,7,7,6,7,2,7,2,7,1,7,2,7,4,6,2,6,7,2,7,7,7,7,1,1,3,2,1,2,2,6,7,3,6,2,5,6,6,5,7,6,7,5,6,6,7,7,5,6,6,5,7,6,3,2,NA,9,"44106",4,3,1,4,NA,NA,NA,NA,NA,1,NA," ","Ojibwe","Ojibwe & Cree",NA,NA,1,1,4,1,1,2,2,2,1,NA,2,3,"No",1,41.08140564,-81.51899719,-1,0,1
"747","R_2EgBhNAX3yqdRpk","Default Response Set","Anonymous",NA,NA,"73.174.108.127",0,"10/14/2019 21:34","10/14/2019 22:01",1,"Qual2790-0826NativeAmerican2"," ",NA,1580,TRUE," "," "," "," ","83ce7e44-cb97-0dd4-2fc4-48e579fb419c",NA,NA,1," ","{Invalid Expression}",4,5,5,2,5,5,4,3,5,4,5,6,5,5,6,6,6,6,6,4,5,3,3,5,5,5,5,6,7,5,6,6,6,2,5,5,6,6,5,5,5,6,5,6,6,5,6,6,5,2,6,7,6,6,3,6,7,5,6,5,7,5,6,6,5,5,6,6,6,5,2,5,3,6,5,4,6,3,5,6,3,5,5,2,5,6,6,6,2,6,5,2,2,2,2,6,6,5,6,3,5,6,4,4,5,5,4,5,3,4,5,5,6,5,4,4,5,5,4,2,NA,4,"15068",2,5,1,4,NA,NA,NA,NA,NA,1,NA," ","Lakota Sioux","Sioux",NA,NA,1,1,5,1,1,1,1,1,1,NA,3,2,"no",1,40.56619263,-79.70780182,-1,0,1
"214","R_2XoDYQb6Spe1MUT","Default Response Set","Anonymous",NA,NA,"140.82.142.154",0,"10/28/2019 10:34","10/28/2019 10:49",1,"Qual2790-0826NativeAmerican2","5db7186f-bfef-4027-ac66-a7f7eca9d736",NA,881,TRUE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,2,2,3,2,6,5,4,3,2,2,2,2,5,5,7,6,3,3,5,6,5,6,2,2,4,5,5,5,5,6,4,4,3,6,3,5,6,5,5,2,2,2,2,7,6,2,2,7,2,7,6,6,6,5,2,6,6,6,4,6,7,4,6,7,6,5,3,6,7,5,6,5,6,1,7,1,7,3,5,5,3,6,1,2,5,5,5,2,2,2,2,2,2,2,4,5,2,6,1,2,2,1,4,4,3,1,4,2,3,1,4,4,4,4,7,4,4,7,2,NA,9,"73439",3,3,4,3,NA,NA,1,NA,NA,1,NA," ","Chickasaw","Chickasaw",NA,NA,1,1,7,1,1,1,3,2,1,NA,3,2," ",1,33.95170593,-96.71199799,-1,0,1
"11","R_1nTHwurlFOQLyb3","Default Response Set","Anonymous",NA,NA,"24.7.240.232",0,"10/25/2019 11:49","10/25/2019 12:00",1,"Qual2790-0826NativeAmerican2","5db3356e-1126-c245-a7ab-d474aadab7d4",NA,654,TRUE," "," "," "," "," ",NA,2,1," ","{Invalid Expression}",4,7,7,1,7,7,1,1,7,1,1,7,7,7,7,7,5,7,6,6,7,6,5,2,4,6,7,7,7,7,6,7,7,1,7,7,6,7,7,6,7,7,5,7,7,7,7,6,7,1,7,7,7,7,3,7,7,6,7,7,5,7,6,7,7,7,7,6,7,7,1,7,1,7,1,7,1,7,4,6,5,7,7,1,7,7,4,6,1,1,1,1,5,1,1,7,7,7,6,6,7,5,1,2,7,5,3,7,4,5,1,6,4,4,7,6,6,7,6,2,NA,11,"55108",5,5,6,6,NA,NA,NA,NA,NA,1,NA," "," ",NA,NA,NA,1,1,6,1,1,1,1,1,1,NA,2,3," ",1,44.98249817,-93.18630219,-1,0,1
"701","R_O9YFzNFgIDZEY37","Default Response Set","Anonymous",NA,NA,"47.202.244.227",0,"10/14/2019 19:04","10/14/2019 19:25",1,"Qual2790-0826NativeAmerican2","5da51af2-e3b6-a252-c86e-f7161db8b384",NA,1255,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,4,4,5,6,4,4,5,3,4,5,5,4,5,5,4,4,4,4,4,4,4,3,5,5,3,5,5,3,4,5,5,4,5,4,5,4,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4,4,7,7,7,7,7,7,7,7,7,7,6,1,7,7,7,5,4,4,5,3,1,6,6,6,6,6,2,4,6,6,4,6,6,5,4,6,1,4,6,5,4,6,2,6,5,4,7,2,7,6,5,4,3,6,3,6,2,NA,10,"33598",5,2,1,4,NA,NA,NA,NA,NA,1,NA," ","Na",NA,NA,0,1,1,2,1,1,1,2,2,1,NA,2,3,"Na",1,27.71470642,-82.35379791,-1,0,1
"1072","R_ps13zbKBxlDLfcB","Default Response Set","Anonymous",NA,NA,"174.216.26.100",0,"10/14/2019 19:17","10/14/2019 19:42",1,"Qual2790-0826NativeAmerican2","5da51de6-6341-22b0-186c-b198ac0dcf56",NA,1464,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,5,5,4,4,5,4,3,5,4,4,4,4,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,4,6,4,6,2,6,2,6,6,2,6,2,6,3,4,6,6,6,2,2,3,6,2,2,2,6,6,2,6,3,2,6,5,5,5,4,6,5,4,5,3,5,4,5,5,5,5,5,6,1,NA,35,"90277",5,3,1,2,NA,NA,NA,NA,NA,1,NA," ","Chumash","Chumash",NA,NA,1,1,5,1,1,1,3,1,1,NA,2,2,"Not at this time",1,47.64590454,-122.3995056,-1,0,1
"949","R_1jr2l7ART7Q21jO","Default Response Set","Anonymous",NA,NA,"99.203.54.213",0,"10/14/2019 20:39","10/14/2019 21:02",1,"Qual2790-0826NativeAmerican2"," ",NA,1371,TRUE," "," "," "," ","8068b921-6dce-d87d-8aa1-8f436e4de3ec",NA,NA,1," ","{Invalid Expression}",4,7,7,1,7,7,3,2,5,2,1,6,6,6,7,5,6,6,5,7,6,4,5,4,4,6,7,7,7,7,7,6,6,2,7,6,7,7,6,7,5,3,3,4,7,6,4,4,7,4,6,4,7,7,6,6,7,7,7,7,7,7,7,6,7,6,4,5,5,6,4,6,2,7,1,6,1,7,6,2,6,2,6,2,4,4,4,6,1,1,5,2,3,6,2,4,6,2,6,2,2,3,3,4,7,5,4,7,3,4,3,5,3,3,7,3,5,4,3,2,NA,28,"10304",5,4,2,4,NA,NA,NA,NA,NA,1,NA," ","Choctaw from Mississippi","Chocktaw",NA,NA,0,0,3,1,1,1,2,2,1,NA,2,3,"No that's it for now. Thank you for this very thoughtful  survey.",1,40.7144928,-74.00289917,-1,0,1
"289","R_2aspoR3T5bzmqpH","Default Response Set","Anonymous",NA,NA,"174.195.20.232",0,"10/14/2019 23:31","10/14/2019 23:42",1,"Qual2790-0826NativeAmerican2"," ",NA,685,TRUE," "," "," "," ","25fb4537-2695-e757-00b7-73d0854b02fb",NA,NA,1," ","{Invalid Expression}",4,4,4,5,3,4,5,5,3,5,4,4,2,3,5,5,3,3,3,3,4,4,3,3,3,5,4,4,4,4,3,3,4,5,5,5,5,5,5,5,4,5,3,3,5,4,2,2,5,3,6,5,5,4,4,3,4,4,4,4,5,4,5,6,5,5,5,5,4,6,3,5,4,6,2,6,2,6,6,4,6,3,5,5,4,5,5,5,4,5,3,3,2,2,2,5,4,3,5,2,5,2,3,4,5,3,3,4,3,3,3,5,4,4,4,3,4,3,4,2,NA,8,"28719",2,4,3,4,NA,NA,NA,NA,NA,1,NA," ","Ebci","Cherokee",NA,NA,1,1,7,1,1,1,1,1,1,NA,1,1," ",1,35.85850525,-84.12059784,-1,0,1
"223","R_wN1SV7Ro3omUqaJ","Default Response Set","Anonymous",NA,NA,"97.87.237.40",0,"9/19/2019 14:47","9/19/2019 14:59",1,"Qual2790-0826NativeAmerican2","5d83e930-3784-bfb2-cf5a-bffbbb599274",NA,683,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,4,1,1,1,4,3,3,4,1,3,1,1,4,1,1,2,NA,50,"48420",2,4,5,2,NA,NA,NA,NA,NA,1,NA," ","chippawa","Ojibwe",NA,NA,0,0,2,0,0,2,4,3,0,0,4,3," ",1,43.48330688,-83.38349915,-1,0,1
"341","R_31GHMvVyjLaHbDe","Default Response Set","Anonymous",NA,NA,"99.55.160.162",0,"10/17/2019 1:23","10/17/2019 1:48",1,"Qual2790-0826NativeAmerican2","5da816eb-3b07-9996-be8c-ede469092d40",NA,1498,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,6,1,7,7,1,1,3,7,1,6,6,5,6,5,7,7,7,4,3,4,4,4,5,4,5,7,5,6,7,4,6,2,7,7,7,7,6,7,5,4,4,6,7,4,7,6,7,1,7,6,7,4,4,4,7,6,6,6,5,6,6,5,6,5,5,3,5,6,7,7,4,7,1,7,1,7,4,5,4,4,6,3,5,4,6,7,1,1,4,3,2,2,3,3,4,3,6,1,6,2,4,4,3,4,4,4,4,4,3,2,3,2,4,2,4,3,1,2,NA,8,"94546",3,3,6,6,NA,NA,NA,NA,NA,1,NA," ","Miwok","Miwok",NA,NA,0,0,3,0,1,1,2,3,1,NA,2,3," ",1,37.62609863,-122.4304047,-1,0,1
"186","R_PXU2Gokud4DAftf","Default Response Set","Anonymous",NA,NA,"173.44.85.98",0,"9/24/2019 20:04","9/24/2019 20:27",1,"Qual2790-0826NativeAmerican2","5d8acada-d28a-c4fc-2c53-f076986d727c",NA,1410,NA," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,2,2,4,2,4,4,5,2,4,4,4,3,2,4,4,4,5,4,4,4,4,5,4,2,5,3,5,4,5,5,4,5,4,5,4,4,4,4,4,5,2,4,4,5,5,4,4,5,2,4,4,4,5,3,5,4,5,4,4,5,4,4,5,5,4,4,4,4,4,4,5,4,4,2,5,3,5,4,4,4,4,5,4,4,5,4,4,3,4,4,2,2,4,3,3,4,2,4,3,4,2,4,4,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,2,NA,41,"4027",3,3,5,4,NA,NA,1,NA,NA,NA,NA," ","Cherokee","Cherokee",NA,NA,0,0,3,1,1,2,3,2,0,0,3,2," ",1,43.42849731,-70.75849915,-1,0,1
"334","R_e2JXPyKKOVysX7z","Default Response Set","Anonymous",NA,NA,"162.193.245.80",0,"10/14/2019 18:06","10/14/2019 18:14",1,"Qual2790-0826NativeAmerican2","5da50d62-fcdf-05b6-d6ce-2947fd4f4b02",NA,424,TRUE," "," "," "," "," ",NA,NA,1," ","{Invalid Expression}",4,6,4,2,6,7,1,1,4,6,4,3,7,6,7,7,5,3,6,2,6,7,5,4,6,4,7,3,7,4,6,6,7,3,7,5,5,6,3,6,7,7,7,5,7,6,7,6,6,7,7,7,7,7,4,6,4,6,5,6,5,6,3,6,7,5,6,1,6,7,6,7,5,7,1,7,5,7,1,7,1,5,6,5,7,7,7,7,4,1,7,5,4,7,2,5,7,6,7,7,6,4,3,4,3,2,5,5,4,3,7,7,3,6,6,4,6,5,5,2,NA,7,"95132",4,4,2,5,NA,NA,NA,NA,NA,1,NA," ","Milkukee",NA,NA,NA,1,1,4,1,1,1,3,2,1,NA,2,3," ",1,37.36979675,-121.8160019,-1,0,1
